Date,Portfolio_Return,Monte_Carlo_VaR,Monte_Carlo_VaR_Dollar,Realized_Loss,Exception,Rolling_Exception_Rate,Rolling_Exception_Count,Exception_Severity
2016-02-04,0.00520616397377045,0.016294335780946887,16294.335780946887,-0.00520616397377045,False,,,0.0
2016-02-05,-0.00966215075728234,0.015664136171361007,15664.136171361008,0.00966215075728234,False,,,0.0
2016-02-08,-0.0014894926511116455,0.015661861760501307,15661.861760501308,0.0014894926511116455,False,,,0.0
2016-02-09,-0.0036067597978725724,0.015480980600502842,15480.980600502842,0.0036067597978725724,False,,,0.0
2016-02-10,0.004729924446251777,0.015456301062687885,15456.301062687884,-0.004729924446251777,False,,,0.0
2016-02-11,0.0032038399806512356,0.015298836954269205,15298.836954269205,-0.0032038399806512356,False,,,0.0
2016-02-12,0.006141871498339845,0.015623924374969941,15623.924374969942,-0.006141871498339845,False,,,0.0
2016-02-16,0.004138469193716898,0.01529518266115487,15295.18266115487,-0.004138469193716898,False,,,0.0
2016-02-17,0.011741329441419236,0.016122730152941123,16122.730152941123,-0.011741329441419236,False,,,0.0
2016-02-18,0.0030458105579937557,0.015578617679474716,15578.617679474715,-0.0030458105579937557,False,,,0.0
2016-02-19,-0.001455644848936322,0.016311006749894302,16311.006749894303,0.001455644848936322,False,,,0.0
2016-02-22,0.0074414749764482035,0.01551399043296226,15513.99043296226,-0.0074414749764482035,False,,,0.0
2016-02-23,-0.006272050094253978,0.016076769248784335,16076.769248784334,0.006272050094253978,False,,,0.0
2016-02-24,0.0026333477477191282,0.0160529163530753,16052.9163530753,-0.0026333477477191282,False,,,0.0
2016-02-25,0.006296441030657852,0.01599881777716687,15998.81777716687,-0.006296441030657852,False,,,0.0
2016-02-26,-0.005990255871355422,0.016120481972310488,16120.481972310488,0.005990255871355422,False,,,0.0
2016-02-29,0.0018501382022021232,0.016150036906558633,16150.036906558633,-0.0018501382022021232,False,,,0.0
2016-03-01,0.013256453503023692,0.01633738678685172,16337.38678685172,-0.013256453503023692,False,,,0.0
2016-03-02,0.006020158881572125,0.015435608495461002,15435.608495461001,-0.006020158881572125,False,,,0.0
2016-03-03,0.0068522534047204655,0.015947599402981846,15947.599402981845,-0.0068522534047204655,False,,,0.0
2016-03-04,0.003106867354490683,0.015366576762255476,15366.576762255476,-0.003106867354490683,False,,,0.0
2016-03-07,-0.0004420971626366344,0.015792687594790803,15792.687594790803,0.0004420971626366344,False,,,0.0
2016-03-08,-0.005973549279983704,0.01512967697349716,15129.67697349716,0.005973549279983704,False,,,0.0
2016-03-09,0.0006421747134625954,0.01623817362173847,16238.173621738471,-0.0006421747134625954,False,,,0.0
